event_id,event_slug,event_title,event_volume,market_id,condition_id,market_slug,question,group_item_title,outcomes,outcome_prices,clob_token_ids,yes_price,no_price,yes_token_id,no_token_id,best_bid,best_ask,spread,market_volume,liquidity,neg_risk,active,closed,accepting_orders,end_date
443324,highest-temperature-in-beijing-on-may-5-2026,Highest temperature in Beijing on May 5?,141742.69757100003,2144962,0x2e4aebf044f1042298a1870ae411f158542e4317d4947519e880d6571edd337f,highest-temperature-in-beijing-on-may-5-2026-32c,Will the highest temperature in Beijing be 32°C on May 5?,32°C,"[""Yes"", ""No""]","[0.0015, 0.9985]","[""84479913872251581844208708196549894663815216287929663537737185244740695967649"", ""37806169525782970171870617733275627692184575972647712640097378078562129108537""]",0.0015,0.9985,84479913872251581844208708196549894663815216287929663537737185244740695967649,37806169525782970171870617733275627692184575972647712640097378078562129108537,0.001,0.002,0.001,8146.891772,2545.1005,1,1,0,1,2026-05-05T12:00:00Z
443324,highest-temperature-in-beijing-on-may-5-2026,Highest temperature in Beijing on May 5?,141742.69757100003,2144959,0x4840e8a8e38734cab3e9f10aade8c14e174560af97d584cd76f048c5e48de728,highest-temperature-in-beijing-on-may-5-2026-29c,Will the highest temperature in Beijing be 29°C on May 5?,29°C,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""114568909488348714429527508395395101957456873722149399672863820148055315746514"", ""103955884869780928302544098263198084945965201713293106095313773388385198497526""]",0.0005,0.9995,114568909488348714429527508395395101957456873722149399672863820148055315746514,103955884869780928302544098263198084945965201713293106095313773388385198497526,,0.001,0.001,66751.84345900001,62988.87738,1,1,0,1,2026-05-05T12:00:00Z
443324,highest-temperature-in-beijing-on-may-5-2026,Highest temperature in Beijing on May 5?,141742.69757100003,2144963,0xf52969265db9bdcd1941b1d1b4767e27deb3c67c5c314d2d51b7dd38e6764b2e,highest-temperature-in-beijing-on-may-5-2026-33c,Will the highest temperature in Beijing be 33°C on May 5?,33°C,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""96820791297828329081867544325874778593855714901753961204425856389237273701977"", ""11821035906120886451594896230165498108663116972763401291336367300225827595555""]",0.0005,0.9995,96820791297828329081867544325874778593855714901753961204425856389237273701977,11821035906120886451594896230165498108663116972763401291336367300225827595555,,0.001,0.001,8703.125881000004,2589.58277,1,1,0,1,2026-05-05T12:00:00Z
443315,highest-temperature-in-tokyo-on-may-5-2026,Highest temperature in Tokyo on May 5?,112995.53574799998,2144867,0x2b0c5fae8723aa8e4780632f5ea78f837a80f6ea5bf4bb253b58c18c40cdacee,highest-temperature-in-tokyo-on-may-5-2026-22c,Will the highest temperature in Tokyo be 22°C on May 5?,22°C,"[""Yes"", ""No""]","[0.9995, 0.0005]","[""74163573691072889255544156021400382035047637673532074402243054046839837031932"", ""89179933407631298991336796616629700617562891573928404647547437717933748550209""]",0.9995,0.0005,74163573691072889255544156021400382035047637673532074402243054046839837031932,89179933407631298991336796616629700617562891573928404647547437717933748550209,0.999,1.0,0.001,18624.981037000005,4723.74137,1,1,0,1,2026-05-05T12:00:00Z
443315,highest-temperature-in-tokyo-on-may-5-2026,Highest temperature in Tokyo on May 5?,112995.53574799998,2144868,0xc067cf983778eeb7cf1efb803816a195c07b99e2dbb149ac726dc9233b5ac880,highest-temperature-in-tokyo-on-may-5-2026-23corhigher,Will the highest temperature in Tokyo be 23°C or higher on May 5?,23°C or higher,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""19027697136122470993203275667340321190210454518200826849992425791796111600323"", ""90813375480418977387174850328975694994894577680262811410547988621704624580441""]",0.0005,0.9995,19027697136122470993203275667340321190210454518200826849992425791796111600323,90813375480418977387174850328975694994894577680262811410547988621704624580441,,0.001,0.001,34464.635212999965,6317.25282,1,1,0,1,2026-05-05T12:00:00Z
439974,highest-temperature-in-san-francisco-on-may-4-2026,Highest temperature in San Francisco on May 4?,110811.63186100002,2137524,0x63ea55898937587ed61fed7e73722a0fab10d4ac2c1a4c6e9575973cb4e9b030,highest-temperature-in-san-francisco-on-may-4-2026-62-63f,Will the highest temperature in San Francisco be between 62-63°F on May 4?,62-63°F,"[""Yes"", ""No""]","[0.9995, 0.0005]","[""100507221735316073655044176286983616107835366870345125622308312747682412154654"", ""81806482502370093070440244846887908079338643579362397040964303075137578692348""]",0.9995,0.0005,100507221735316073655044176286983616107835366870345125622308312747682412154654,81806482502370093070440244846887908079338643579362397040964303075137578692348,0.999,1.0,0.001,14038.197193000002,74782.89357,1,1,0,1,2026-05-04T12:00:00Z
439974,highest-temperature-in-san-francisco-on-may-4-2026,Highest temperature in San Francisco on May 4?,110811.63186100002,2137525,0xe69d9d63645eb1d68c3c6b5dd654d74bba380e32b51c290644d02905f8b28fbc,highest-temperature-in-san-francisco-on-may-4-2026-64-65f,Will the highest temperature in San Francisco be between 64-65°F on May 4?,64-65°F,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""10108929541561810459342050658302169235575253331853257346737454902733546286648"", ""25148051118300924660880182457692422466178640744435392247805557643262805728041""]",0.0005,0.9995,10108929541561810459342050658302169235575253331853257346737454902733546286648,25148051118300924660880182457692422466178640744435392247805557643262805728041,,0.001,0.001,40135.569184,77021.34262,1,1,0,1,2026-05-04T12:00:00Z
439974,highest-temperature-in-san-francisco-on-may-4-2026,Highest temperature in San Francisco on May 4?,110811.63186100002,2137526,0x8af479348db7ea6330292d72db9afecd01054d605d1d062e425cc4826e24d86d,highest-temperature-in-san-francisco-on-may-4-2026-66forhigher,Will the highest temperature in San Francisco be 66°F or higher on May 4?,66°F or higher,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""79097163783470065951892224927932595212264604214918005639051936977442469390671"", ""82362605806552598961542751335675805207826360548007108470820483894872208232576""]",0.0005,0.9995,79097163783470065951892224927932595212264604214918005639051936977442469390671,82362605806552598961542751335675805207826360548007108470820483894872208232576,,0.001,0.001,29548.572599000006,74507.93559,1,1,0,1,2026-05-04T12:00:00Z
443299,highest-temperature-in-paris-on-may-5-2026,Highest temperature in Paris on May 5?,107881.93737999997,2144687,0xd86f3712e116a7f996e05f97a8eccda30f7e32ce2d0d8f95a94a023251162e9b,highest-temperature-in-paris-on-may-5-2026-15c,Will the highest temperature in Paris be 15°C on May 5?,15°C,"[""Yes"", ""No""]","[0.775, 0.225]","[""32592047057831052296882627115079558220395013769505699096892530373339646062617"", ""50917298129545799276184188869780204179912762168905166214633304794903080606429""]",0.775,0.225,32592047057831052296882627115079558220395013769505699096892530373339646062617,50917298129545799276184188869780204179912762168905166214633304794903080606429,0.76,0.79,0.03,11243.074272000013,341.629,1,1,0,1,2026-05-05T12:00:00Z
443299,highest-temperature-in-paris-on-may-5-2026,Highest temperature in Paris on May 5?,107881.93737999997,2144688,0x62b04fca042ea8f2ff61aefda6f0f4a00b67d7e3c4a6a0aa0efa13f89e8a6f6c,highest-temperature-in-paris-on-may-5-2026-16c,Will the highest temperature in Paris be 16°C on May 5?,16°C,"[""Yes"", ""No""]","[0.205, 0.795]","[""109370012263060287285338815876485608952503589587229731912672360240097284862894"", ""103318372443934431212745610809632471731549572564280976887443123313875758565445""]",0.205,0.795,109370012263060287285338815876485608952503589587229731912672360240097284862894,103318372443934431212745610809632471731549572564280976887443123313875758565445,0.2,0.21,0.01,8593.536917999994,613.3189,1,1,0,1,2026-05-05T12:00:00Z
443299,highest-temperature-in-paris-on-may-5-2026,Highest temperature in Paris on May 5?,107881.93737999997,2144689,0x3c85b905726ef38831d2212fb86d00a644942f9001eea31696c1e510d403d2b3,highest-temperature-in-paris-on-may-5-2026-17c,Will the highest temperature in Paris be 17°C on May 5?,17°C,"[""Yes"", ""No""]","[0.0345, 0.9655]","[""29232753442195766446102138796315435532836730065293581780050897054294346505799"", ""21973125456260757881870374830532106291382599926264471269704084857368363087743""]",0.0345,0.9655,29232753442195766446102138796315435532836730065293581780050897054294346505799,21973125456260757881870374830532106291382599926264471269704084857368363087743,0.021,0.048,0.027,12777.504157999982,1048.88843,1,1,0,1,2026-05-05T12:00:00Z
443299,highest-temperature-in-paris-on-may-5-2026,Highest temperature in Paris on May 5?,107881.93737999997,2144690,0xaed2c052400f58bf25d4e64f702e5c176bbe90fe0a69bcbdbddba3143331b750,highest-temperature-in-paris-on-may-5-2026-18c,Will the highest temperature in Paris be 18°C on May 5?,18°C,"[""Yes"", ""No""]","[0.0035, 0.9965]","[""105192675227000963641565489942293797815859998218308424155782358560300969900791"", ""81551968295110373356163144580250343292353588324323839994702505051818655091930""]",0.0035,0.9965,105192675227000963641565489942293797815859998218308424155782358560300969900791,81551968295110373356163144580250343292353588324323839994702505051818655091930,0.003,0.004,0.001,9297.055808000001,1665.02567,1,1,0,1,2026-05-05T12:00:00Z
443299,highest-temperature-in-paris-on-may-5-2026,Highest temperature in Paris on May 5?,107881.93737999997,2144691,0x7a2aa5874bf544c6d37415ad2602e21702fe06d3d4d460a8efdd6797ba08c792,highest-temperature-in-paris-on-may-5-2026-19c,Will the highest temperature in Paris be 19°C on May 5?,19°C,"[""Yes"", ""No""]","[0.001, 0.999]","[""44556976784250832610205528276205567967545878981213094975190216751508968539257"", ""49341772092286525520895256386375531152117876166941792076317889303194124693853""]",0.001,0.999,44556976784250832610205528276205567967545878981213094975190216751508968539257,49341772092286525520895256386375531152117876166941792076317889303194124693853,,0.002,0.002,5293.091770000002,2231.12774,1,1,0,1,2026-05-05T12:00:00Z
443298,highest-temperature-in-london-on-may-5-2026,Highest temperature in London on May 5?,116935.22598599998,2144677,0xd92ede2083419066ac4c990690cfa5a7ece5aa3cd47259b35e1cec093990f783,highest-temperature-in-london-on-may-5-2026-17c,Will the highest temperature in London be 17°C on May 5?,17°C,"[""Yes"", ""No""]","[0.535, 0.465]","[""102871576699656282831741222917401677381767661140299369168333066087740834270690"", ""107601227782802941392844651328089233386111646257858812334081009031556398182760""]",0.535,0.465,102871576699656282831741222917401677381767661140299369168333066087740834270690,107601227782802941392844651328089233386111646257858812334081009031556398182760,0.53,0.54,0.01,11219.53929799999,1693.424,1,1,0,1,2026-05-05T12:00:00Z
443298,highest-temperature-in-london-on-may-5-2026,Highest temperature in London on May 5?,116935.22598599998,2144676,0x0ce185cfe1cf4d0931fc6369e91923ce55f912ce0a1e19cdc43c5ea565abf921,highest-temperature-in-london-on-may-5-2026-16c,Will the highest temperature in London be 16°C on May 5?,16°C,"[""Yes"", ""No""]","[0.28, 0.72]","[""32790318116976358807701106859893429413534440573762123525675843413707952556119"", ""27343482632230908289613127704110134038991083713295712224082684527231092374676""]",0.28,0.72,32790318116976358807701106859893429413534440573762123525675843413707952556119,27343482632230908289613127704110134038991083713295712224082684527231092374676,0.27,0.29,0.02,11127.80055,1223.0301,1,1,0,1,2026-05-05T12:00:00Z
443298,highest-temperature-in-london-on-may-5-2026,Highest temperature in London on May 5?,116935.22598599998,2144678,0xb0d5e0eb2478c985387ca30e19c91c239322ba190eec179606d3f5109df55a84,highest-temperature-in-london-on-may-5-2026-18c,Will the highest temperature in London be 18°C on May 5?,18°C,"[""Yes"", ""No""]","[0.11, 0.89]","[""80270478485255959573726813641024106436015719354543113196648313785132529141227"", ""49975644047433711532297823687008458456107611882843858712985192119319128894595""]",0.11,0.89,80270478485255959573726813641024106436015719354543113196648313785132529141227,49975644047433711532297823687008458456107611882843858712985192119319128894595,0.1,0.12,0.02,13085.716054999997,1095.7298,1,1,0,1,2026-05-05T12:00:00Z
443298,highest-temperature-in-london-on-may-5-2026,Highest temperature in London on May 5?,116935.22598599998,2144675,0xf9e9917902b430b31cfb3f66401bd99b32b805dd411a5559379b447033e5819d,highest-temperature-in-london-on-may-5-2026-15c,Will the highest temperature in London be 15°C on May 5?,15°C,"[""Yes"", ""No""]","[0.0815, 0.9185]","[""47688478193021547139323687458832563143152183299169870525800679665003002845664"", ""41664068650176923544419178194477623998506383351743783029780483286770348414962""]",0.0815,0.9185,47688478193021547139323687458832563143152183299169870525800679665003002845664,41664068650176923544419178194477623998506383351743783029780483286770348414962,0.074,0.089,0.015,16991.97043200001,1810.90443,1,1,0,1,2026-05-05T12:00:00Z
443298,highest-temperature-in-london-on-may-5-2026,Highest temperature in London on May 5?,116935.22598599998,2144674,0xc53fc181a6270b6a2697eb1d1ea67582476a2915621dc1326baea2fe8c2f47c8,highest-temperature-in-london-on-may-5-2026-14c,Will the highest temperature in London be 14°C on May 5?,14°C,"[""Yes"", ""No""]","[0.0225, 0.9775]","[""81475896403913386449435663590178557204433333040112826719692704671336609254950"", ""66218828625332265666292942947948366173567824523688271115498662436587640121623""]",0.0225,0.9775,81475896403913386449435663590178557204433333040112826719692704671336609254950,66218828625332265666292942947948366173567824523688271115498662436587640121623,0.022,0.023,0.001,14311.918194,1582.89379,1,1,0,1,2026-05-05T12:00:00Z
439973,highest-temperature-in-los-angeles-on-may-4-2026,Highest temperature in Los Angeles on May 4?,112013.03931000007,2137512,0x88ed0aa09c8b9e073494bcc27e293336f75a614a2ad8c033634f4fa2821d24bc,highest-temperature-in-los-angeles-on-may-4-2026-66-67f,Will the highest temperature in Los Angeles be between 66-67°F on May 4?,66-67°F,"[""Yes"", ""No""]","[0.9995, 0.0005]","[""2314212219230266794163014855556703371777137914237117201980940796172316226258"", ""94966091134473842656733202964377330330690829063739286899113659414793992458644""]",0.9995,0.0005,2314212219230266794163014855556703371777137914237117201980940796172316226258,94966091134473842656733202964377330330690829063739286899113659414793992458644,0.999,1.0,0.001,18637.246711000007,46190.19428,1,1,0,1,2026-05-04T12:00:00Z
439973,highest-temperature-in-los-angeles-on-may-4-2026,Highest temperature in Los Angeles on May 4?,112013.03931000007,2137513,0xfa8604a991b58d31848339e27487e035b42b8166ed45d08fdeb3478c6efddcbd,highest-temperature-in-los-angeles-on-may-4-2026-68-69f,Will the highest temperature in Los Angeles be between 68-69°F on May 4?,68-69°F,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""8897586265629185770957738038457245189020759810976655392543666755049193853445"", ""46113864811612132117623091356788738991912406783101224557952157781150710944428""]",0.0005,0.9995,8897586265629185770957738038457245189020759810976655392543666755049193853445,46113864811612132117623091356788738991912406783101224557952157781150710944428,,0.001,0.001,47725.975079000054,95245.30121,1,1,0,1,2026-05-04T12:00:00Z
439973,highest-temperature-in-los-angeles-on-may-4-2026,Highest temperature in Los Angeles on May 4?,112013.03931000007,2137514,0x98149cfee15a6f94a68da272f7490c485fc3a17abd9e72739bc14288bab5bbe8,highest-temperature-in-los-angeles-on-may-4-2026-70-71f,Will the highest temperature in Los Angeles be between 70-71°F on May 4?,70-71°F,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""5199117580754055386769621138030106982863245943171366620689769904293394063488"", ""111560761958041203482755849277529324953837566218743446835975749051461676459845""]",0.0005,0.9995,5199117580754055386769621138030106982863245943171366620689769904293394063488,111560761958041203482755849277529324953837566218743446835975749051461676459845,,0.001,0.001,14040.064048999997,91363.49532,1,1,0,1,2026-05-04T12:00:00Z
439973,highest-temperature-in-los-angeles-on-may-4-2026,Highest temperature in Los Angeles on May 4?,112013.03931000007,2137515,0xc4990713901ea320e4ca253e5525e34f43a93894f87b8c25317bbf051a319ad7,highest-temperature-in-los-angeles-on-may-4-2026-72forhigher,Will the highest temperature in Los Angeles be 72°F or higher on May 4?,72°F or higher,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""98212228483321307322992924755771543768720354537082484550268521249941460622798"", ""76872147108420753652616715918549868466506002097629737240215887235146410431083""]",0.0005,0.9995,98212228483321307322992924755771543768720354537082484550268521249941460622798,76872147108420753652616715918549868466506002097629737240215887235146410431083,,0.001,0.001,5743.508360000001,79818.95675,1,1,0,1,2026-05-04T12:00:00Z
443318,highest-temperature-in-singapore-on-may-5-2026,Highest temperature in Singapore on May 5?,95731.99290499998,2144900,0x21cd1d41bfd93073ccdeaba603c554e61a96e2a5c3869c6d8ed5396770d1bc12,highest-temperature-in-singapore-on-may-5-2026-32c,Will the highest temperature in Singapore be 32°C on May 5?,32°C,"[""Yes"", ""No""]","[0.994, 0.006]","[""48680548226731273698661903683929784870138382280940683165078444140395281717857"", ""28901789240270144362697220467085676536388186983135562959265820765959527673748""]",0.994,0.006,48680548226731273698661903683929784870138382280940683165078444140395281717857,28901789240270144362697220467085676536388186983135562959265820765959527673748,0.991,0.997,0.006,21240.724522999997,1265.24525,1,1,0,1,2026-05-05T12:00:00Z
443318,highest-temperature-in-singapore-on-may-5-2026,Highest temperature in Singapore on May 5?,95731.99290499998,2144901,0xc29c97e3663606caebbc6110b47c8603f7428128c5e031f8c094e018bb803b0e,highest-temperature-in-singapore-on-may-5-2026-33c,Will the highest temperature in Singapore be 33°C on May 5?,33°C,"[""Yes"", ""No""]","[0.005, 0.995]","[""50027902545275425946534909571497836008260032114660049694568169090238641774250"", ""86622370032429551891979946006391231521248717609971492084935689421711871022658""]",0.005,0.995,50027902545275425946534909571497836008260032114660049694568169090238641774250,86622370032429551891979946006391231521248717609971492084935689421711871022658,0.001,0.009,0.008,17092.941805999988,1519.1259,1,1,0,1,2026-05-05T12:00:00Z
